$GNGGA,001921.00,3859.54303648,N,07656.24782200,W,1,18,1.1,22.2687,M,-33.0525,M,,*71


$GNGGA,001922.00,3859.54247015,N,07656.24795025,W,1,18,1.1,22.3850,M,-33.0525,M,,*7B


$GNGGA,001923.00,3859.54192460,N,07656.24812193,W,1,18,1.1,22.5268,M,-33.0525,M,,*7C


$GNGGA,001924.00,3859.54138834,N,07656.24831768,W,1,18,1.1,22.6014,M,-33.0525,M,,*7F


$GNGGA,001925.00,3859.54082303,N,07656.24856457,W,1,18,1.1,22.7081,M,-33.0524,M,,*73


$GNGGA,001926.00,3859.54019119,N,07656.24881288,W,1,18,1.1,22.8439,M,-33.0524,M,,*7D


$GNGGA,001927.00,3859.53955295,N,07656.24904418,W,1,18,1.1,23.0060,M,-33.0524,M,,*7F


$GNGGA,001929.00,3859.53831073,N,07656.24932032,W,1,18,1.1,23.3593,M,-33.0524,M,,*7B


$GNGGA,001930.00,3859.53761276,N,07656.24932391,W,1,18,1.1,23.5262,M,-33.0524,M,,*7B


$GNGGA,001931.00,3859.53691602,N,07656.24932638,W,1,18,1.1,23.6137,M,-33.0524,M,,*75


$GNGGA,001932.00,3859.53627995,N,07656.24939380,W,1,18,1.1,23.6202,M,-33.0524,M,,*72


$GNGGA,001933.00,3859.53567441,N,07656.24952932,W,1,18,1.1,23.6443,M,-33.0524,M,,*7D


$GNGGA,001934.00,3859.53510545,N,07656.24968955,W,1,18,1.1,23.6751,M,-33.0524,M,,*77


$GNGGA,001936.00,3859.53405441,N,07656.25000540,W,1,18,1.1,23.7222,M,-33.0524,M,,*7B


$GNGGA,001937.00,3859.53352483,N,07656.25010262,W,1,18,1.1,23.7237,M,-33.0524,M,,*73


$GNGGA,001938.00,3859.53327975,N,07656.25018821,W,1,18,1.1,23.7340,M,-33.0524,M,,*7E


$GNGGA,001939.00,3859.53320449,N,07656.25025848,W,1,18,1.1,23.7442,M,-33.0524,M,,*7E


$GNGGA,001940.00,3859.53319460,N,07656.25024788,W,1,18,1.1,23.7551,M,-33.0524,M,,*70


$GNGGA,001941.00,3859.53320629,N,07656.25020808,W,1,18,1.1,23.7705,M,-33.0524,M,,*74


$GNGGA,001942.00,3859.53322797,N,07656.25017910,W,1,17,1.2,23.7743,M,-33.0524,M,,*73


$GNGGA,001944.00,3859.53346624,N,07656.25039743,W,1,17,1.2,23.7929,M,-33.0524,M,,*78


$GNGGA,001945.00,3859.53388284,N,07656.25044587,W,1,17,1.2,23.7236,M,-33.0524,M,,*70


$GNGGA,001946.00,3859.53445852,N,07656.25050321,W,1,18,1.1,23.7674,M,-33.0524,M,,*75


$GNGGA,001947.00,3859.53503271,N,07656.25059853,W,1,17,1.2,23.7800,M,-33.0524,M,,*7A


$GNGGA,001948.00,3859.53558807,N,07656.25053183,W,1,18,1.1,23.7414,M,-33.0524,M,,*7B


$GNGGA,001949.00,3859.53604251,N,07656.25038604,W,1,18,1.1,23.6395,M,-33.0524,M,,*73


$GNGGA,001950.00,3859.53652269,N,07656.25015262,W,1,18,1.1,23.4292,M,-33.0524,M,,*7C


$GNGGA,001952.00,3859.53747545,N,07656.24973809,W,1,17,1.2,23.0568,M,-33.0524,M,,*77


$GNGGA,001953.00,3859.53803705,N,07656.24947371,W,1,18,1.1,23.0252,M,-33.0524,M,,*7E


$GNGGA,001954.00,3859.53860293,N,07656.24918144,W,1,18,1.1,23.0027,M,-33.0524,M,,*78


$GNGGA,001955.00,3859.53914713,N,07656.24900818,W,1,18,1.1,22.8989,M,-33.0524,M,,*7B


$GNGGA,001956.00,3859.53977954,N,07656.24885148,W,1,18,1.1,22.8706,M,-33.0524,M,,*79


$GNGGA,001957.00,3859.54045734,N,07656.24874408,W,1,17,1.3,22.8678,M,-33.0524,M,,*75


$GNGGA,001959.00,3859.54028563,N,07656.24909992,W,1,17,1.3,22.6076,M,-33.0524,M,,*73


$GNGGA,002000.00,3859.53967483,N,07656.24922123,W,1,17,1.3,22.5644,M,-33.0524,M,,*70


$GNGGA,002001.00,3859.53904038,N,07656.24938059,W,1,18,1.1,22.5667,M,-33.0524,M,,*7B


$GNGGA,002002.00,3859.53834703,N,07656.24957020,W,1,17,1.3,22.5911,M,-33.0524,M,,*71


$GNGGA,002003.00,3859.53760456,N,07656.24972214,W,1,17,1.3,22.6225,M,-33.0524,M,,*70


$GNGGA,002004.00,3859.53678301,N,07656.24980053,W,1,18,1.1,22.6168,M,-33.0524,M,,*71


$GNGGA,002005.00,3859.53593583,N,07656.24985660,W,1,18,1.1,22.6188,M,-33.0524,M,,*77


$GNGGA,002007.00,3859.53419368,N,07656.25006114,W,1,18,1.1,22.6613,M,-33.0524,M,,*77


$GNGGA,002008.00,3859.53342592,N,07656.25001012,W,1,18,1.1,22.6978,M,-33.0524,M,,*70


$GNGGA,002009.00,3859.53266794,N,07656.24987032,W,1,18,1.1,22.7160,M,-33.0524,M,,*76


$GNGGA,002010.00,3859.53187817,N,07656.24972638,W,1,18,1.1,22.7336,M,-33.0524,M,,*71


$GNGGA,002011.00,3859.53111593,N,07656.24951952,W,1,18,1.1,22.7550,M,-33.0524,M,,*7A


$GNGGA,002012.00,3859.53114870,N,07656.24929079,W,1,18,1.1,22.7457,M,-33.0524,M,,*75


$GNGGA,002013.00,3859.53117001,N,07656.24914363,W,1,18,1.1,22.7368,M,-33.0524,M,,*74


$GNGGA,002015.00,3859.53115589,N,07656.24904776,W,1,18,1.1,22.7119,M,-33.0524,M,,*70


$GNGGA,002016.00,3859.53115038,N,07656.24906015,W,1,18,1.1,22.7060,M,-33.0524,M,,*73


$GNGGA,002017.00,3859.53116279,N,07656.24904830,W,1,18,1.1,22.7040,M,-33.0524,M,,*79


$GNGGA,002018.00,3859.53117427,N,07656.24904110,W,1,17,1.2,22.6968,M,-33.0524,M,,*7F


$GNGGA,002019.00,3859.53118953,N,07656.24902384,W,1,18,1.1,22.7085,M,-33.0524,M,,*71


